,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
533,Morph 4,Joranalogue Audio Design,['VCA'],20,30.0,110.0,110.0,0.0,385.0,3495,4.74,19.0,Available,1
534,Springray II,Intellijel,"['Reverb', 'Effect']",10,38.0,44.0,34.0,0.0,259.0,3490,4.18,22.0,Available,1
535,A-147-2,Doepfer,"['Envelope Generator', 'LFO', 'VCA', 'CV Modulation']",8,55.0,60.0,40.0,0.0,120.0,3473,4.49,35.0,Available,0
536,Messor,Cosmotronic,"['Dual/Stereo', 'Dynamics', 'Envelope Follower', 'Expander', 'VCA']",8,25.0,45.0,26.0,,228.0,3467,4.95,21.0,Available,1
537,Timiszoara,Xaoc Devices,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Reverb', 'Fuzz', 'Phase Shifter', 'Pitch Shifter ']",10,43.0,120.0,45.0,0.0,360.0,3464,4.68,19.0,Available,1
538,Ruina Versio,Noise Engineering,"['Digital', 'Distortion', 'Dual/Stereo', 'Effect']",10,32.0,70.0,70.0,0.0,354.0,3449,4.83,18.0,Available,1
539,Amp & Tone,Verbos Electronics,"['Low Pass Gate', 'VCA', 'Filter']",10,,85.0,83.0,0.0,365.0,3447,4.65,20.0,Available,0
540,Vactrol SVF-201,KOMA Elektronik,"['Filter', 'TrueGrid']",12,40.0,80.0,11.0,0.0,289.0,3447,4.3,30.0,Discontinued,1
541,INamp,Befaco,['PreAmp'],4,35.0,21.0,10.0,0.0,100.0,3444,3.88,8.0,Available,1
542,Poly Cinematic,Knobula,"['Synth Voice', 'MIDI', 'Oscillator']",12,40.0,70.0,70.0,0.0,310.0,3434,4.69,13.0,Available,1
543,ADSR,Pittsburgh Modular,"['Envelope Generator', 'TrueGrid']",6,35.0,35.0,35.0,0.0,100.0,3418,4.0,24.0,Discontinued,0
544,A-106-6,Doepfer,"['Filter', 'Oscillator']",12,50.0,35.0,38.0,0.0,150.0,3412,4.22,32.0,Available,0
545,Kermit MK III,Industrial Music Electronics,"['LFO', 'Oscillator', 'Quad', 'Clock Generator', 'CV Modulation', 'Envelope Generator', 'Random', 'Sample and Hold']",12,40.0,135.0,50.0,0.0,409.0,3409,4.79,24.0,Available,0
546,A-160-5,Doepfer,['Clock Modulator'],4,35.0,50.0,0.0,0.0,100.0,3407,4.18,22.0,Available,0
547,Passive Mult,Synthrotek,['Multiple'],2,14.0,,,,16.0,3406,4.09,23.0,Available,1
548,A-147 VCLFO,Doepfer,"['LFO', 'Clock Generator']",8,55.0,40.0,40.0,0.0,85.0,3404,4.04,23.0,Discontinued,0
549,SAPÈL,Frap Tools,"['Clock Generator', 'Clock Modulator', 'CV Modulation', 'Dual/Stereo', 'Noise', 'Quantizer', 'Random', 'Sample and Hold']",18,38.0,250.0,170.0,0.0,415.0,3398,4.73,63.0,Available,1
550,MST '07 Buffered Multiple (4HP),Synthrotek,"['Multiple', 'Utility', 'Quad']",4,33.0,42.0,42.0,0.0,99.0,3393,4.19,27.0,Available,1
551,Filtamp Module 1006,Behringer,"['Filter', 'VCA']",16,43.0,22.0,20.0,0.0,75.0,3389,2.38,16.0,Available,0
552,100 Grit (black),Schlappi Engineering,"['Distortion', 'Filter', 'VCA']",14,25.0,55.0,70.0,0.0,232.0,3388,4.93,28.0,Available,1
553,Queen of Pentacles (black),Endorphin.es,"['Drum', 'Effect', 'Sampling', 'Dual/Stereo', 'Delay', 'Distortion', 'Filter', 'Reverb']",30,26.0,350.0,90.0,0.0,579.0,3387,4.34,32.0,Available,1
554,A-121-3,Doepfer,"['Filter', 'Oscillator']",4,50.0,40.0,30.0,0.0,99.0,3388,4.67,15.0,Available,0
555,Transmit 2,Joranalogue Audio Design,['External'],6,45.0,100.0,100.0,0.0,215.0,3378,4.75,24.0,Available,1
556,A-166,Doepfer,"['Dual/Stereo', 'Logic']",8,50.0,40.0,20.0,0.0,109.0,3370,4.0,26.0,Available,0
557,BRENSO,Frap Tools,"['Oscillator', 'Dual/Stereo', 'LFO', 'Ring Modulator', 'VCA']",30,38.0,325.0,235.0,0.0,550.0,3368,4.76,55.0,Available,1
558,Add 2,Joranalogue Audio Design,['Mixer'],2,40.0,20.0,20.0,0.0,80.0,3352,4.72,18.0,Available,1
559,Krait,Dnipro modular,"['Controller', 'CV Modulation', 'LFO', 'Random', 'Sequencer']",6,42.0,70.0,12.0,0.0,240.0,3351,4.68,19.0,Available,1
560,Twin Waves MkII,Klavis,"['Digital', 'LFO', 'Oscillator', 'Dual/Stereo', 'Noise', 'Quantizer', 'Ring Modulator', 'Random']",8,21.0,52.0,17.0,0.0,269.0,3344,4.72,47.0,Available,1
561,A-149-1,Doepfer,['Random'],12,60.0,40.0,10.0,0.0,109.0,3346,4.44,41.0,Available,0
562,DATA (powder/silk panel),Mordax,"['Utility', 'Clock Generator', 'Oscillator', 'Quad', 'LFO', 'Tuner', 'Clock Modulator', 'Dual/Stereo']",16,35.0,250.0,60.0,0.0,356.0,3343,4.6,53.0,Available,1
563,A-162,Doepfer,"['Delay', 'Dual/Stereo', 'Utility']",8,45.0,40.0,0.0,0.0,65.0,3342,3.67,24.0,Available,0
564,Triple Sloths V2,Nonlinearcircuits,"['LFO', 'Random', 'CV Modulation', 'Dual/Stereo']",8,38.0,60.0,,,199.0,3341,4.67,57.0,Available,1
565,3x VCA,Happy Nerding,"['VCA', 'Mixer']",6,35.0,60.0,60.0,0.0,159.0,3335,4.4,15.0,Available,0
566,ONA,NANO Modules,"['Clock Generator', 'CV Modulation', 'Frequency Divider', 'LFO', 'Oscillator']",8,15.0,50.0,30.0,0.0,165.0,3330,4.7,27.0,Available,1
567,JOVE,System80,['Filter'],14,25.0,15.0,10.0,0.0,214.0,3329,4.67,33.0,Available,1
568,Sinfonion,ACL,"['Controller', 'Quantizer', 'Sequencer', 'Clock Modulator', 'Sample and Hold', 'Slew Limiter']",42,25.0,160.0,4.0,0.0,960.0,3327,4.73,95.0,Available,1
569,Furthrrrr Generator (golden),Endorphin.es,"['Oscillator', 'Dual/Stereo', 'Function Generator', 'LFO', 'Noise', 'Random']",30,25.0,180.0,215.0,0.0,729.0,3324,4.51,76.0,Available,1
570,A-140-2V,Doepfer,"['Dual/Stereo', 'Envelope Generator']",8,40.0,50.0,40.0,0.0,150.0,3322,4.45,11.0,Available,0
571,Monsoon,After Later Audio,"['Delay', 'Digital', 'Effect', 'Pitch Shifter ', 'Sampling']",12,22.0,120.0,10.0,0.0,259.0,3320,4.45,11.0,Available,0
572,A-135-2v,Doepfer,"['Mixer', 'Quad', 'VCA', 'Attenuator']",8,45.0,40.0,40.0,0.0,130.0,3315,4.57,7.0,Available,0
573,A-190-4,Doepfer,['MIDI'],10,50.0,200.0,40.0,0.0,180.0,3307,3.87,15.0,Available,0
574,Rubicon II,Intellijel,"['LFO', 'Oscillator', 'Waveshaper']",20,38.0,142.0,150.0,0.0,359.0,3300,4.47,30.0,Available,1
575,Delay,2hp,"['Delay', 'Effect']",2,42.0,72.0,28.0,0.0,116.0,3293,3.4,15.0,Available,1
576,Plog,Intellijel,"['Clock Generator', 'Logic']",8,29.0,55.0,11.0,0.0,220.0,3292,4.43,42.0,Available,1
577,DSM01 Curtis Filter,Dave Smith Modular,"['Filter', 'VCA']",8,27.0,36.0,25.0,0.0,189.0,3292,4.14,42.0,Discontinued,0
578,ES-6 mk2,Expert Sleepers,"['External', 'Expander', 'Utility']",4,50.0,103.0,52.0,0.0,155.0,3289,4.53,15.0,Discontinued,0
579,Dual Atenuverter,Befaco,"['Attenuator', 'Utility', 'Mixer']",5,24.0,21.0,18.0,0.0,90.0,3290,4.27,15.0,,1
580,A-155,Doepfer,['Sequencer'],50,40.0,80.0,20.0,0.0,299.0,3282,4.43,37.0,Available,0
581,Ataxia,Dreadbox,"['Envelope Generator', 'Function Generator', 'LFO', 'Dual/Stereo']",10,35.0,75.0,24.0,0.0,89.0,3282,4.18,17.0,Discontinued,0
582,Zagrzeb,Xaoc Devices,"['Dual/Stereo', 'Effect', 'Filter']",8,,70.0,60.0,0.0,260.0,3280,4.88,16.0,Available,1
583,ZeroScope,vpme.de,"['Utility', 'Tuner']",6,25.0,30.0,10.0,0.0,180.0,3279,4.43,28.0,Available,1
584,LXR eurorack module,Erica Synths,['Drum'],28,35.0,88.0,10.0,0.0,420.0,3270,4.93,15.0,Available,1
585,Beehive (uPlaits),After Later Audio,"['Drum', 'Noise', 'Oscillator', 'Synth Voice', 'Digital']",8,25.0,50.0,5.0,0.0,238.0,3270,4.14,7.0,Available,0
586,A-100B42,Doepfer,['Blank Panel'],42,,,,,10.0,3269,4.8,5.0,Available,0
587,SYSTEM 100 297,Behringer,"['CV Modulation', 'Dual/Stereo', 'Mixer', 'Slew Limiter']",16,38.0,70.0,60.0,0.0,97.0,3262,3.32,22.0,Available,0
588,Penrose Quantizer,Sonic Potions,['Quantizer'],6,40.0,60.0,3.0,0.0,95.0,3259,4.29,52.0,,0
589,A-115,Doepfer,['Frequency Divider'],8,40.0,20.0,10.0,0.0,65.0,3255,3.66,35.0,Available,0
590,994,Behringer,['Multiple'],4,23.0,,,,29.0,3255,2.62,13.0,Available,0
591,Serge New Timbral Oscillator (NTO),Random*Source,"['Oscillator', 'Waveshaper']",18,40.0,115.0,80.0,0.0,555.0,3244,4.77,26.0,Available,0
592,Dual Envelope Generator 1033,Behringer,"['Dual/Stereo', 'Envelope Generator']",16,42.0,40.0,20.0,0.0,75.0,3239,2.0,14.0,Available,0
593,TM,2hp,"['Random', 'Sequencer']",2,42.0,23.0,7.0,0.0,98.0,3238,4.09,23.0,Available,1
594,ADE-32 Octocontroller,Abstract Data,"['Clock Generator', 'LFO', 'Random', 'Sample and Hold', 'Utility', 'Sequencer', 'Digital']",14,35.0,135.0,110.0,0.0,350.0,3236,4.51,45.0,Available,1
595,Multi-Envelope,Verbos Electronics,"['Envelope Generator', 'Function Generator', 'Dual/Stereo']",22,24.0,70.0,30.0,,475.0,3231,4.83,24.0,Available,0
596,Waver,Bastl Instruments,"['Distortion', 'VCA', 'Waveshaper', 'Mixer']",8,24.0,130.0,85.0,0.0,316.0,3214,4.95,19.0,Available,0
597,QAM,Rides in the Storm,"['Multiple', 'Quad']",4,25.0,10.0,10.0,0.0,60.0,3208,4.83,12.0,Available,1
598,SCION,Instruō,"['CV Modulation', 'Controller', 'Function Generator', 'Quad', 'Random', 'Sample and Hold']",14,27.0,90.0,20.0,0.0,280.0,3202,4.06,18.0,Available,1
599,Black 4 HP Blank Panel,Syinsi,['Blank Panel'],4,,,,,,3198,,,,0
600,Buffered Mult,WMD,['Multiple'],4,25.0,30.0,30.0,0.0,138.0,3195,4.87,15.0,Available,0
601,Cosmix,Cosmotronic,"['Distortion', 'Dual/Stereo', 'Mixer', 'Dynamics', 'Effect', 'Panning']",16,20.0,70.0,70.0,0.0,269.0,3192,4.76,25.0,,1
602,Hermod+,Squarp Instruments,"['Clock Generator', 'LFO', 'Looper', 'MIDI', 'Quantizer', 'Random', 'Sequencer', 'Tuner']",26,20.0,400.0,20.0,,460.0,3189,5.0,16.0,Available,0
603,Piston Honda MK II,Industrial Music Electronics,"['Oscillator', 'Digital', 'Waveshaper', 'LFO', 'Noise']",17,25.0,105.0,33.0,0.0,519.0,3174,4.53,49.0,Discontinued,0
604,Manis Iteritas,Noise Engineering,"['Oscillator', 'Digital']",10,28.0,80.0,5.0,90.0,359.0,3169,4.76,42.0,Discontinued,1
605,Fusion VCO2,Erica Synths,"['Distortion', 'Oscillator', 'Tube']",14,42.0,228.0,55.0,0.0,300.0,3168,5.0,23.0,Available,1
606,LFO v2 (Black Panel),2hp,"['CV Modulation', 'LFO', 'Oscillator']",2,42.0,43.0,16.0,0.0,88.0,3161,4.0,11.0,Available,1
607,FOUR LFO,Behringer,"['LFO', 'Quad']",14,33.0,95.0,69.0,0.0,99.0,3155,1.53,74.0,Available,0
608,Stereo Strip,DivKid,"['Attenuator', 'Distortion', 'Dual/Stereo', 'Equalizer', 'External', 'Panning', 'PreAmp', 'VCA']",6,33.0,63.0,63.0,0.0,,3154,4.83,6.0,Available,1
609,Knit (uPlaits),After Later Audio,"['Digital', 'Oscillator', 'Synth Voice']",6,40.0,50.0,5.0,0.0,230.0,3154,3.89,9.0,Available,0
610,DATA (System 5V),Mordax,"['Clock Generator', 'Utility']",16,35.0,100.0,60.0,150.0,478.0,3146,5.0,10.0,Available,0
611,DPLR,Steady State Fate,"['Delay', 'Effect', 'Dual/Stereo']",4,45.0,67.0,31.0,0.0,161.0,3147,4.41,29.0,Discontinued,1
612,LFO2,Pittsburgh Modular,"['Dual/Stereo', 'LFO', 'TrueGrid']",6,35.0,30.0,30.0,0.0,100.0,3143,3.86,21.0,Discontinued,0
613,Listen Four,4ms Company,"['Dual/Stereo', 'Mixer', 'Panning', 'Utility', 'PreAmp']",10,25.0,200.0,62.0,0.0,170.0,3142,4.36,11.0,Available,1
614,Analog Delay,Pittsburgh Modular,"['Delay', 'Effect', 'TrueGrid']",16,35.0,35.0,35.0,0.0,225.0,3137,3.91,33.0,Discontinued,0
615,Mutant Hihats,Hexinverter Électronique,"['Drum', 'Synth Voice']",13,35.0,75.0,45.0,0.0,224.0,3136,4.32,28.0,Available,1
616,Arp,2hp,"['Sequencer', 'CV Modulation', 'Quantizer']",2,42.0,40.0,7.0,0.0,98.0,3126,3.58,19.0,Available,1
617,923,Behringer,"['Filter', 'Noise']",8,35.0,35.0,45.0,0.0,66.0,3124,2.5,18.0,Available,0
618,Monsoon,Michigan Synth Works,"['Delay', 'Digital', 'Dual/Stereo', 'Reverb', 'Effect']",12,20.0,120.0,10.0,0.0,190.0,3124,4.6,30.0,Available,0
619,A-137-1,Doepfer,['Waveshaper'],14,65.0,40.0,20.0,0.0,110.0,3118,4.14,35.0,Available,0
620,Echophon (black panel),Make Noise,"['Delay', 'Digital', 'Pitch Shifter ']",20,30.0,70.0,40.0,,359.0,3110,4.07,15.0,Available,0
621,FUMANA,Frap Tools,"['Envelope Follower', 'Filter', 'Equalizer']",42,38.0,430.0,390.0,0.0,840.0,3110,4.76,58.0,Available,1
622,CP3A-O,Behringer,"['Attenuator', 'Controller', 'CV Modulation', 'Utility']",8,35.0,5.0,5.0,0.0,44.0,3103,2.75,8.0,Available,0
623,SYSTEM-500 512,Roland,"['Dual/Stereo', 'Oscillator']",16,58.0,70.0,55.0,0.0,369.0,3096,4.36,28.0,Available,0
624,Vector Sequencer,Five12,"['Sequencer', 'Clock Generator', 'MIDI']",42,28.0,140.0,20.0,0.0,684.0,3084,4.69,49.0,Discontinued,1
625,Graphic VCO,Erica Synths,"['Oscillator', 'Waveshaper', 'Distortion', 'Effect']",16,25.0,152.0,20.0,0.0,330.0,3079,4.64,28.0,Available,1
626,A-190-2,Doepfer,['MIDI'],6,45.0,50.0,20.0,0.0,110.0,3077,3.7,20.0,Discontinued,0
627,VCA Matrix,4ms Company,"['VCA', 'Mixer']",26,40.0,110.0,110.0,0.0,360.0,3071,4.44,41.0,Available,0
628,Function (white knobs),Make Noise,"['Envelope Follower', 'Envelope Generator', 'LFO', 'Slew Limiter', 'Function Generator']",8,24.0,30.0,20.0,0.0,169.0,3070,4.25,16.0,Available,0
629,Batumi (black panel),Xaoc Devices,"['Clock Generator', 'LFO', 'Quad', 'Random']",10,45.0,70.0,10.0,,35.0,3067,5.0,11.0,,1
630,Sample Drum,Erica Synths,"['Drum', 'Sampling', 'Dual/Stereo']",14,,95.0,2.0,0.0,310.0,3066,4.73,11.0,,1
631,OR,Intellijel,['Logic'],2,18.0,,,,49.0,3062,4.57,21.0,Available,1
632,Pachinko,After Later Audio,"['Clock Generator', 'Clock Modulator', 'Quantizer', 'Random', 'Sequencer']",12,25.0,80.0,20.0,0.0,288.0,3051,3.1,10.0,Available,0
633,Step 8,Joranalogue Audio Design,"['Sample and Hold', 'Sequencer', 'Switch']",16,35.0,110.0,45.0,0.0,385.0,3047,4.67,12.0,Available,1
634,A-132-1,Doepfer,"['VCA', 'Dual/Stereo']",4,35.0,20.0,10.0,0.0,60.0,3042,4.19,21.0,Available,0
635,Mojave,Qu-Bit Electronix,"['Digital', 'Dual/Stereo', 'Effect']",14,22.0,167.0,13.0,0.0,341.0,3016,3.93,15.0,Available,1
636,A-111-4,Doepfer,"['Oscillator', 'Quad']",18,40.0,120.0,100.0,0.0,400.0,3008,4.56,16.0,Available,0
637,E352 Cloud Terrarium,Synthesis Technology,"['LFO', 'Oscillator', 'Digital', 'Dual/Stereo']",26,37.0,65.0,24.0,0.0,838.0,3004,4.67,33.0,Discontinued,0
638,Kick,2hp,['Drum'],2,42.0,74.0,2.0,0.0,125.0,2997,3.57,14.0,Available,1
639,ES-5 mk3,Expert Sleepers,"['MIDI', 'Digital', 'Expander', 'External']",4,49.0,8.0,0.0,0.0,139.0,2996,3.6,10.0,Available,0
640,Six Switches,vpme.de,"['Expander', 'Switch', 'Utility']",2,20.0,,,,50.0,2985,4.71,14.0,Available,1
641,Varigate 4+ (Black),Malekko Heavy Industry,['Sequencer'],12,26.0,90.0,13.0,0.0,318.0,2980,4.2,10.0,Available,0
642,A-103,Doepfer,['Filter'],8,55.0,30.0,10.0,0.0,80.0,2974,4.24,21.0,Available,0
643,Dual Universal Slope Generator SERGE MODULAR DUSG,Random*Source,"['Dual/Stereo', 'Envelope Follower', 'Envelope Generator', 'LFO', 'Slew Limiter', 'Function Generator', 'Oscillator', 'Clock Generator']",26,40.0,90.0,80.0,0.0,450.0,2964,4.6,35.0,Available,0
644,Multi-Delay Processor,Verbos Electronics,"['Delay', 'Digital', 'Effect', 'Reverb', 'Envelope Follower']",28,,290.0,90.0,0.0,590.0,2964,4.62,26.0,Available,0
645,Drum Mixer,Erica Synths,"['Dynamics', 'Mixer']",14,,41.0,42.0,,180.0,2964,4.0,7.0,Available,1
646,Multiple,Pittsburgh Modular,"['Multiple', 'Dual/Stereo']",2,20.0,,,,23.0,2956,4.39,18.0,Available,0
647,Z5000 (BLACK),Tiptop Audio,"['Digital', 'Effect']",8,40.0,130.0,20.0,0.0,199.0,2954,4.46,13.0,Available,0
648,A-189-1,Doepfer,"['Digital', 'Distortion', 'Effect']",8,60.0,50.0,20.0,0.0,100.0,2950,4.26,38.0,Available,0
649,Radio Music (Black Panel),Music Thing Modular,"['Digital', 'Random', 'Sampling']",4,40.0,75.0,8.0,0.0,106.0,2950,4.55,29.0,Available,0
650,Black Polivoks VCF V2,Erica Synths,['Filter'],10,24.0,11.0,11.0,,165.0,2943,4.81,16.0,Available,1
651,Traffic,Jasmine & Olive Trees,"['Controller', 'CV Modulation']",8,23.0,90.0,90.0,0.0,189.0,2942,4.88,17.0,Available,0
652,[1]f,Instruō,"['Attenuator', 'Mixer', 'Utility']",2,27.0,8.0,8.0,,99.0,2940,5.0,10.0,Available,1
653,Mutant Brain silver,Hexinverter Électronique,['MIDI'],8,38.0,50.0,4.0,0.0,180.0,2938,4.71,7.0,Available,0
654,Select 2,Joranalogue Audio Design,"['Attenuator', 'Sample and Hold', 'Switch']",6,30.0,25.0,25.0,0.0,175.0,2938,4.74,27.0,Available,1
655,Outs (Mk. II),Pittsburgh Modular,['External'],6,39.0,20.0,20.0,0.0,99.0,2931,3.97,30.0,Discontinued,0
656,Jones O'Tool Oscilloscope,Dave Jones Design,"['Utility', 'Dual/Stereo', 'TrueGrid']",8,40.0,130.0,10.0,0.0,249.0,2929,4.38,40.0,Discontinued,0
657,Imitor Versio,Noise Engineering,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Effect', 'Panning']",10,32.0,70.0,70.0,0.0,354.0,2921,4.62,16.0,Available,1
658,Zone B.F. Black Edition,Eowave,"['Clock Generator', 'Dual/Stereo', 'LFO', 'CV Modulation']",5,40.0,40.0,10.0,,99.0,2917,4.31,35.0,,0
659,Blank Panel,Control,['Blank Panel'],1,,,,,4.0,2916,3.0,1.0,Available,0
660,WAV Recorder,4ms Company,"['Dual/Stereo', 'Sampling', 'Utility']",6,25.0,112.0,12.0,0.0,260.0,2913,4.61,18.0,Available,0
661,ADSRVCA,Steady State Fate,"['Envelope Generator', 'VCA', 'LFO']",6,25.0,36.0,16.0,0.0,199.0,2912,4.67,24.0,Discontinued,1
662,Terci Ruina,Noise Engineering,['Distortion'],4,26.0,30.0,25.0,0.0,169.0,2910,3.89,9.0,Available,1
663,Ultrafold,Steady State Fate,"['Waveshaper', 'Dynamics', 'Distortion']",6,25.0,30.0,30.0,0.0,189.0,2910,4.56,39.0,Discontinued,1
664,Hat (Black Panel),2hp,['Drum'],2,42.0,60.0,10.0,0.0,125.0,2905,3.58,12.0,Available,1
665,Blck_Noir (black),Endorphin.es,"['Drum', 'Effect', 'Delay', 'Distortion', 'Filter', 'Reverb', 'Ring Modulator', 'Synth Voice']",30,25.0,240.0,75.0,0.0,519.0,2895,3.94,32.0,Available,1
666,Modamp Module 1005,Behringer,"['CV Modulation', 'Ring Modulator', 'VCA']",16,43.0,60.0,45.0,0.0,75.0,2887,2.72,18.0,Available,0
667,Quadra Expander,Intellijel,"['CV Modulation', 'Envelope Generator', 'Quad', 'Expander']",12,,32.0,28.0,0.0,130.0,2886,4.18,33.0,,1
668,Freak,Vult,"['Dual/Stereo', 'Filter', 'Low Pass Gate', 'Digital', 'Distortion', 'Waveshaper', 'VCA']",12,45.0,110.0,13.0,0.0,250.0,2881,4.81,32.0,Available,1
669,Deckard's Voice,Black Corporation,"['Oscillator', 'VCA', 'Envelope Generator', 'Noise', 'Synth Voice', 'Filter']",32,38.0,110.0,30.0,0.0,799.0,2880,4.4,15.0,Available,0
670,Bark Filter Processor,Verbos Electronics,"['Envelope Follower', 'Filter', 'Equalizer']",34,30.0,210.0,185.0,,895.0,2878,4.61,23.0,Available,0
671,Basimilus Iteritas Alia,Noise Engineering,"['Digital', 'Drum', 'Oscillator']",10,25.0,100.0,15.0,0.0,329.0,2870,4.8,5.0,Available,1
672,Tune (Black Panel),2hp,"['CV Modulation', 'Quantizer', 'Utility']",2,47.0,40.0,3.0,0.0,98.0,2868,3.86,14.0,Available,1
673,Typhoon,After Later Audio,"['Effect', 'Pitch Shifter ', 'Reverb', 'Sampling', 'VCA', 'Delay']",16,25.0,160.0,35.0,0.0,259.0,2852,4.77,13.0,Available,0
674,SYSTEM-500 521,Roland,"['Dual/Stereo', 'Filter']",16,58.0,40.0,40.0,0.0,399.0,2848,4.7,20.0,Available,0
675,SYSTEM-500 531,Roland,"['Mixer', 'External', 'Dual/Stereo', 'Panning']",20,58.0,195.0,165.0,0.0,359.0,2844,4.56,16.0,Available,0
676,Orbit 3,Joranalogue Audio Design,"['LFO', 'Oscillator', 'Random']",10,30.0,70.0,65.0,0.0,275.0,2841,4.77,26.0,Available,1
677,A-141-4,Doepfer,"['Envelope Generator', 'Quad']",8,45.0,70.0,60.0,,160.0,2835,4.5,6.0,Available,0
678,Burst,Befaco,"['Clock Generator', 'Clock Modulator', 'Frequency Divider', 'Random']",8,30.0,50.0,25.0,0.0,160.0,2835,4.11,19.0,Available,1
679,Geiger Counter,WMD,"['Distortion', 'Effect', 'Logic', 'Filter', 'Waveshaper', 'Digital']",10,30.0,60.0,60.0,0.0,369.0,2833,4.24,34.0,Available,0
680,eãs,Instruō,"['Logic', 'Utility']",4,27.0,5.0,0.0,,169.0,2824,4.78,9.0,Available,1
681,USTA,Frap Tools,"['Sequencer', 'Clock Generator', 'Quad', 'Quantizer']",36,38.0,270.0,50.0,0.0,640.0,2824,4.69,45.0,Available,1
682,LINK,Erica Synths,"['Attenuator', 'Utility']",8,,,,,55.0,2818,4.67,12.0,Available,1
683,SYSTEM-500 540,Roland,"['Dual/Stereo', 'Envelope Generator', 'LFO']",16,58.0,85.0,50.0,0.0,299.0,2815,4.33,12.0,Available,0
684,Samara II,Xaoc Devices,"['Attenuator', 'Mixer', 'Multiple', 'Polarizer', 'Sample and Hold', 'Switch', 'Utility']",10,20.0,50.0,20.0,0.0,190.0,2814,4.54,24.0,Available,1
685,Pressure Points (Original Knobs),Make Noise,"['Controller', 'Sequencer']",20,24.0,30.0,0.0,0.0,219.0,2809,4.29,7.0,Discontinued,0
686,T43,vpme.de,"['Utility', 'CV Modulation', 'Mixer']",4,20.0,20.0,10.0,0.0,105.0,2800,4.74,27.0,Available,1
687,OXI Pipe,Oxi Instruments,"['Expander', 'CV Modulation', 'Sequencer']",6,,,,,91.0,2796,5.0,7.0,Available,1
688,Z2040 LP-VCF,Tiptop Audio,"['Filter', 'VCA']",8,42.0,20.0,20.0,0.0,189.0,2787,4.17,52.0,Discontinued,1
689,A-178 V2,Doepfer,"['Controller', 'CV Modulation']",8,40.0,60.0,20.0,0.0,100.0,2786,4.0,17.0,Available,0
690,Fracture,WMD,['Drum'],8,30.0,63.0,17.0,0.0,249.0,2772,4.46,13.0,Discontinued,0
691,Mutable Instruments Plaits (Black/Gold),Oscillosaurus,"['Noise', 'Oscillator', 'Synth Voice', 'Waveshaper']",12,25.0,50.0,5.0,0.0,158.0,2767,4.35,20.0,Available,0
692,LEVIT8,Erogenous Tones,"['Attenuator', 'Mixer', 'Utility', 'Polarizer']",10,29.0,50.0,50.0,0.0,215.0,2765,4.65,26.0,Available,0
693,A-146,Doepfer,"['LFO', 'Clock Generator']",8,45.0,20.0,20.0,0.0,65.0,2764,3.5,22.0,Available,0
694,MIXZ,Tiptop Audio,"['Mixer', 'Drum']",10,36.0,14.0,14.0,0.0,99.0,2761,3.8,25.0,Available,1
695,STO (Black and Gold),Make Noise,['Oscillator'],8,30.0,40.0,30.0,0.0,219.0,2759,4.21,14.0,Available,0
696,20hp Blank Panel (back side),Make Noise,['Blank Panel'],20,,,,,14.0,2758,5.0,2.0,Available,0
697,1027 Clocked Sequential Control Module,Behringer,"['Clock Generator', 'Function Generator', 'Sequencer']",32,43.0,70.0,30.0,,95.0,2754,2.67,24.0,Available,0
698,Time Wizard,Shakmat,"['Clock Modulator', 'Frequency Divider', 'Sequencer']",8,22.0,20.0,0.0,0.0,154.0,2748,4.67,42.0,Available,1
699,Mixer,Befaco,['Mixer'],5,27.0,14.0,11.0,0.0,78.0,2746,4.23,13.0,,1
700,Chimera (Black),WMD,"['Drum', 'Noise', 'Oscillator']",8,30.0,63.0,17.0,,296.0,2742,4.5,10.0,Available,0
701,polygogo,E-RM,"['Oscillator', 'Digital', 'Dual/Stereo']",32,26.0,110.0,15.0,0.0,539.0,2739,4.67,21.0,Available,1
702,RxMx,Make Noise,"['Mixer', 'Panning', 'Low Pass Gate']",20,24.0,35.0,30.0,,390.0,2734,4.11,38.0,Discontinued,1
703,Hyrlo (inverted),knob.farm,"['Dual/Stereo', 'Mixer', 'Quad', 'Utility']",4,34.0,40.0,40.0,0.0,81.0,2731,4.9,29.0,Available,1
704,Utopia,Dreadbox,"['Attenuator', 'LFO', 'Mixer', 'Utility', 'Waveshaper']",10,23.0,40.0,27.0,,89.0,2730,4.11,19.0,Available,0
705,Pico Logic,Erica Synths,"['Logic', 'Clock Modulator']",3,35.0,22.0,0.0,,80.0,2723,4.14,14.0,Available,1
706,DOT (black panel),Dnipro modular,"['Clock Modulator', 'Sequencer']",6,42.0,70.0,12.0,0.0,195.0,2724,4.72,18.0,Available,0
707,Clouds (PCB Panel),Oscillosaurus,"['Effect', 'Delay', 'Pitch Shifter ', 'Reverb']",18,,120.0,10.0,,223.0,2713,4.2,15.0,Available,0
708,Mavis,Moog Music Inc.,"['Synth Voice', 'Envelope Generator', 'Filter', 'Oscillator', 'VCA', 'Waveshaper', 'LFO', 'Sample and Hold']",44,26.0,175.0,0.0,0.0,269.0,2712,4.29,17.0,Available,0
